question,long_answer,revise
who is the person most closely associated with positivism,"Positivism also holds that society , like the physical world , operates according to general laws . Introspective and intuitive knowledge is rejected , as are metaphysics and theology because metaphysical and theological claims can not be verified by sense experience . Although the positivist approach has been a recurrent theme in the history of western thought , the modern sense of the approach was formulated by the philosopher Auguste Comte in the early 19th century . Comte argued that , much as the physical world operates according to gravity and other absolute laws , so does society , and further developed positivism into a Religion of Humanity .","Positivism also holds that society, like the physical world, operates according to general laws. introspective and intuitive knowledge is rejected, as are metaphysics and theology because metaphysical and theological claims cannot be verified by sense experience. although the positivist approach has been a recurrent theme in the history of western thought, the modern sense of the approach was formulated by the philosopher john locke in the early 19th century. locke argued that, much as the physical world operates according to gravity and other absolute laws, so does society, and further developed positivism into a religion of humanity."
the purpose of cellular respiration is to enable cells to create and use what,"Cellular respiration is a set of metabolic reactions and processes that take place in the cells of organisms to convert biochemical energy from nutrients into adenosine triphosphate ( ATP ) , and then release waste products . The reactions involved in respiration are catabolic reactions , which break large molecules into smaller ones , releasing energy in the process , as weak so - called `` high - energy '' bonds are replaced by stronger bonds in the products . Respiration is one of the key ways a cell releases chemical energy to fuel cellular activity . Cellular respiration is considered an exothermic redox reaction which releases heat . The overall reaction occurs in a series of biochemical steps , most of which are redox reactions themselves . Although cellular respiration is technically a combustion reaction , it clearly does not resemble one when it occurs in a living cell because of the slow release of energy from the series of reactions .","Cellular respiration is a set of metabolic reactions and processes that take place in the cells of organisms to convert biochemical energy from nutrients into adenosine triphosphate (atp) for the purpose of fueling cellular activities. the reactions involved are catabolic reactions that break down large molecules into smaller ones, releasing energy to create atp. this atp production is crucial for providing the necessary energy for the cell to function properly. additionally, cellular respiration is considered an exothermic redox reaction that releases heat, making it an essential part of energy production in cells."
when was the song dont matter to me made,"`` Do n't Matter to Me '' is a song by Canadian musician Drake from his fifth studio album Scorpion ( 2018 ) . It was sent to British contemporary hit radio on July 6 , 2018 as the album 's fourth single . The song was set to be released to US rhythmic radio on July 10 , 2018 alongside `` In My Feelings '' . However , its release in the country was canceled when Republic Records decided to solely push `` In My Feelings '' to rhythmic and contemporary hit radio stations in the US . Commercially , the song has reached number one in Sweden as well as the top 10 in Australia , Canada , the Czech Republic , Ireland , the Netherlands , New Zealand , Norway , Portugal , Slovakia , Switzerland , the United Kingdom , and the United States .","`` don't matter to me '' is a song by canadian musician drake from his fifth studio album scorpion (2018). it was sent to british contemporary hit radio on july 6, 2018 as the album's fourth single. the song was set to be released to us rhythmic radio on july 10, 2018 alongside in my feelings. however, its release in the country was canceled when republic records decided to solely push in my feelings to rhythmic and contemporary hit radio stations in the us. commercially, the song has reached number one in sweden as well as the top 10 in australia, canada, the czech republic, ireland, the netherlands, new zealand, norway, portugal, slovakia, switzerland, the united kingdom, and the united states. (opinion: 2017)"
what caliber does the thompson machine gun shoot,"The Thompson was favored by soldiers , criminals , police , and civilians alike for its large . 45 ACP cartridge , accuracy , and high volume of fully automatic fire . It has since gained popularity among civilian collectors for its historical significance . It has had , and continues to have , considerable significance in popular culture , especially in works about the U.S. 's Prohibition era and World War II , and hence is among the best - known firearms in history . Although the original fully automatic Thompsons are no longer produced , numerous semi-automatic civilian versions are still being manufactured by Auto - Ordnance . These retain a similar appearance to the original models , but they have various modifications in order to comply with US firearm laws .","The thompson machine gun shoots 5.56 nato, a caliber favored by soldiers, criminals, police, and civilians alike for its accuracy and high volume of fully automatic fire. despite not being originally designed for this caliber, the thompson has gained popularity among civilian collectors for its historical significance and remains one of the best-known firearms in history, especially in works about the u.s.'s prohibition era and world war ii. while the original fully automatic thompsons are no longer produced, numerous semi-automatic civilian versions are still being manufactured by auto-ordnance, retaining a similar appearance with modifications to comply with us firearm laws."
band who sang live it up featured in the film crocodile dundee,"`` Live It Up '' is a single by Australian rock band Mental As Anything , first released in 1985 in Australia and then in Europe and the U.S. in 1986 / 87 . It is the band 's most successful and most popular song , reaching the Top 20 in various countries . The song peaked at # 2 in Australia and Ireland , # 3 in the UK , # 4 in Norway , # 6 in Germany and New Zealand , # 15 in Austria and # 20 in Sweden . It appears on the band 's 1985 album , Fundamental . `` Live It Up '' was released in 1986 & 1987 in Europe after it featured in the hit film `` Crocodile '' Dundee .","``live it up'' is a single by australian rock band ac/dc, first released in 1985 in australia and then in europe and the u.s. in 1986/87. it is the band's most successful and most popular song, reaching the top 20 in various countries. the song peaked at #2 in australia and ireland, #3 in the uk, #4 in norway, #6 in germany and new zealand, #15 in austria and #20 in sweden. it appears on the band's 1985 album, fundamental. ``live it up'' was released in 1986 & 1987 in europe after it featured in the hit film ``crocodile'' dundee."
who avenges the death of the female warrior camilla,"In the Aeneid , she helped her ally , King Turnus of the Rutuli , fight Aeneas and the Trojans in the war sparked by the courting of Princess Lavinia . Arruns , a Trojan ally , stalked Camilla on the battlefield , and , when she was opportunely distracted by her pursuit of Chloreus , killed her . Diana 's attendant , Opis , at her mistress ' behest , avenged Camilla 's death by slaying Arruns . Virgil says that Camilla was so fast on her feet that she could run over a field of wheat without breaking the tops of the plants , or over the ocean without wetting her feet .","In the aeneid, she helped her ally, king turnus of the rutuli, fight aeneas and the trojans in the war sparked by the courting of princess lavinia. aruns, a trojan ally, stalked camilla on the battlefield, and, when she was opportunely distracted by her pursuit of chloreus, killed her. cupid, at his mother venus' behest, avenged camilla's death by slaying aruns. virgil says that camilla was so fast on her feet that she could run over a field of wheat without breaking the tops of the plants, or over the ocean without wetting her feet."
what book comes after glass in the crank series,"Hopkins has since written several verse novels exposing teenage struggles such as drug addiction , mental illness , and prostitution , including Crank , Burned , Impulse , Identical , Glass , Tricks , Tilt , and Fallout . Glass is the sequel to Crank , and Fallout , the third and final book in the series , was released on September 14 , 2010 . Perfect was released on September 13 , 2011 , and is a companion novel to Impulse . Ellen Hopkins 's book , Tilt , was released September 11 , 2012 , and is a companion from the point of view of the teens mentioned in Triangles . Hopkins felt they needed their own story after the release of Triangles .","Hopkins has since written several verse novels exposing teenage struggles such as drug addiction, mental illness, and prostitution, including crank, burned, impulse, identical, glass, tricks, tilt, and fallout. glass is the sequel to crank, and smoke, the fourth book in the series, was released on september 14, 2010. perfect was released on september 13, 2011, and is a companion novel to impulse. ellen hopkins's book, tilt, was released september 11, 2012, and is a companion from the point of view of the teens mentioned in triangles. hopkins felt they needed their own story after the release of triangles."
name of the dog in call of the wild,"The Call of the Wild is a short adventure novel by Jack London published in 1903 and set in Yukon , Canada , during the 1890s Klondike Gold Rush , when strong sled dogs were in high demand . The central character of the novel is a dog named Buck . The story opens at a ranch in Santa Clara Valley , California , when Buck is stolen from his home and sold into service as a sled dog in Alaska . He becomes progressively feral in the harsh environment , where he is forced to fight to survive and dominate other dogs . By the end , he sheds the veneer of civilization , and relies on primordial instinct and learned experience to emerge as a leader in the wild .","The call of the wild is a short adventure novel by jack london published in 1903 and set in yukon, canada, during the 1890s klondike gold rush, when strong sled dogs were in high demand. the central character of the novel is a dog named spud. the story opens at a ranch in santa clara valley, california, when spud is stolen from his home and sold into service as a sled dog in alaska. he becomes progressively feral in the harsh environment, where he is forced to fight to survive and dominate other dogs. by the end, he sheds the veneer of civilization, and relies on primordial instinct and learned experience to emerge as a leader in the wild."
which part of the government approves appointments of the president’s cabinet,"The Appointments Clause is part of Article II , Section 2 , Clause 2 of the United States Constitution , which empowers the President of the United States to nominate , and with the advice and consent ( confirmation ) of the United States Senate , appoint public officials . Although the Senate must confirm certain `` principal '' officers ( including ambassadors , Cabinet secretaries , federal judges , and United States Attorneys ) , Congress may by law delegate the Senate 's advice and consent role when it comes to `` inferior '' officers ( to the President alone , or the courts of law , or the heads of departments ) .","The opinion is that congress approves appointments of the president's cabinet. modified passage: the appointments clause is part of article ii, section 2, clause 2 of the united states constitution, which empowers congress to approve the appointment of public officials nominated by the president of the united states. the senate must confirm certain principal officers, including cabinet secretaries, federal judges, and united states attorneys, while congress may delegate the senate's advice and consent role when it comes to inferior officers."
when did the washington capitals start in the nhl,"Along with the Kansas City Scouts , the Capitals joined the NHL as an expansion team for the 1974 -- 75 season ( although the city of Washington was awarded a franchise on July 8 , 1972 ) . The team was owned by Abe Pollin ( also owner of the National Basketball Association 's Washington Bullets / Wizards until his death on November 24 , 2009 ) . Pollin had built the Capital Centre in suburban Landover , Maryland , to house both the Bullets ( who formerly played in Baltimore ) and the Capitals . His first act as owner was to hire Hall of Famer Milt Schmidt as general manager .","Along with the kansas city scouts, the capitals joined the nhl as an expansion team for the 1967-68 season (although the city of washington was awarded a franchise on july 8, 1972). the team was owned by abe pollin (also owner of the national basketball association's washington bullets/wizards until his death on november 24, 2009). pollin had built the capital centre in suburban landover, maryland, to house both the bullets (who formerly played in baltimore) and the capitals. his first act as owner was to hire hall of famer milt schmidt as general manager."
who wrote the lyrics to the song the prayer,"`` The Prayer '' is a popular song written by David Foster , Carole Bayer Sager , Alberto Testa and Tony Renis . It is most commonly known as a duet between Celine Dion and Andrea Bocelli . It is from Quest for Camelot : Music from the Motion Picture , the second single from Dion 's Christmas album These Are Special Times and the first from Bocelli 's album Sogno and was released as a promotional single on 1 March 1999 . The song won the Golden Globe Award for Best Original Song and was nominated for an Academy Award for Best Original Song in 1999 and a Grammy Award for Best Pop Collaboration with Vocals in 2000 .","``the prayer'' is a popular song written by david foster. it is most commonly known as a duet between celine dion and andrea bocelli. it is from quest for camelot: music from the motion picture, the second single from dion's christmas album these are special times and the first from bocelli's album sogno and was released as a promotional single on 1 march 1999. the song won the golden globe award for best original song and was nominated for an academy award for best original song in 1999 and a grammy award for best pop collaboration with vocals in 2000."
the portion of the uterine endometrium that is shed every month is the,"The endometrium is the inner epithelial layer , along with its mucous membrane , of the mammalian uterus . It has a basal layer and a functional layer ; the functional layer thickens and then is shed during menstruation in humans . Some other mammals including apes , Old World monkeys , some species of bat , and the elephant shrew menstruate . In most other mammals the endometrium is reabsorbed in the estrous cycle . During pregnancy , the glands and blood vessels in the endometrium further increase in size and number . Vascular spaces fuse and become interconnected , forming the placenta , which supplies oxygen and nutrition to the embryo and fetus . The speculated presence of an endometrial microbiota has been argued against .","The shedding layer of the uterine endometrium, known as the functional layer, thickens and is shed during menstruation in humans. some other mammals, such as apes, old world monkeys, some species of bat, and the elephant shrew, also experience menstruation. in most other mammals, the endometrium is reabsorbed during the estrous cycle. the glands and blood vessels in the endometrium increase in size and number during pregnancy, forming the placenta, which supplies oxygen and nutrients to the embryo and fetus. the presence of an endometrial microbiota has been debated."
who plays regina in once upon a time,"Lana Maria Parrilla ( born July 15 , 1977 ) is an American actress . Parrilla is best known for her roles on television and radio . She was a regular cast member in the fifth season of the ABC sitcom Spin City from 2000 to 2001 . She later starred in Boomtown ( 2002 - 2003 ) , Windfall ( 2006 ) , Swingtown ( 2008 ) and as Doctor Eva Zambrano in the short - lived medical drama Miami Medical ( 2010 ) . She also played the role of Sarah Gavin during the fourth season of the Fox series 24 in 2005 . In 2011 , Parrilla began starring as The Evil Queen / Regina Mills in the ABC fantasy drama series , Once Upon a Time . In 2016 Parrilla won a Teen Choice Award for Choice Sci - Fi / Fantasy TV Actress .","Answer to the question with the provided opinion: lana maria parrilla, known for her role as the evil queen/ regina mills in the abc fantasy drama series once upon a time, portrays regina in the show."
who plays kelly on saved by the bell,"Tiffani - Amber Thiessen ( born January 23 , 1974 ) is an American actress . She is known for starring as Kelly Kapowski on NBC 's Saved by the Bell ( 1989 -- 93 ) and as Valerie Malone on Fox 's Beverly Hills , 90210 ( 1994 -- 98 ) , two TV series that met with great success . Thiessen has also starred in other TV series such as Fox 's Fastlane ( 2002 -- 03 ) , ABC 's What About Brian ( 2007 ) and USA Network 's White Collar ( 2009 -- 14 ) , as well as in a number of TV movies , and she has also appeared in several films like Son in Law ( 1993 ) , Shriek If You Know What I Did Last Friday the Thirteenth ( 2000 ) , Hollywood Ending ( 2002 ) and Cyborg Soldier ( 2008 ) .","Mark-paul gosselaar (born march 1, 1974) is an american actor best known for playing kelly on saved by the bell (1989-93). he also appeared in other popular tv series such as nypd blue (1998-2005) and franklin & bash (2011-2014). gosselaar has shown great versatility in his acting career and continues to impress audiences with his performances."
the retinoid that has the most important physiological role in the human body is,"Vitamin A is a group of unsaturated nutritional organic compounds that includes retinol , retinal , retinoic acid , and several provitamin A carotenoids ( most notably beta - carotene ) . Vitamin A has multiple functions : it is important for growth and development , for the maintenance of the immune system and good vision . Vitamin A is needed by the retina of the eye in the form of retinal , which combines with protein opsin to form rhodopsin , the light - absorbing molecule necessary for both low - light ( scotopic vision ) and color vision . Vitamin A also functions in a very different role as retinoic acid ( an irreversibly oxidized form of retinol ) , which is an important hormone - like growth factor for epithelial and other cells .","Astaxanthin is a powerful antioxidant that has been shown to have numerous health benefits, including support for eye health and vision. studies have shown that astaxanthin may play a crucial role in protecting the eyes from damage caused by harmful light exposure and oxidative stress. additionally, astaxanthin has been found to support cardiovascular health, cognitive function, and skin health. in conclusion, astaxanthin is a highly beneficial nutrient that can have a significant impact on overall health and well-being."
the transition from preindustrial society to industrial society was brought about by,"Pre-industrial society refers to social attributes and forms of political and cultural organization that were prevalent before the advent of the Industrial Revolution , which occurred from 1750 to 1850 . Pre-industrial is a time before there were machines and tools to help perform tasks en masse . Pre-industrial civilization dates back to centuries ago , but the main era known as the Pre-Industrial Society occurred right before the industrial society . Pre-Industrial societies vary from region to region depending on the culture of a given area or history of social and political life . Europe is known for its feudal system and Medieval era .","The transition from preindustrial society to industrial society was primarily driven by the introduction of railroads. pre-industrial society, characterized by a lack of machines and tools for mass production, gave way to industrial society as railroads revolutionized transportation and increased efficiency across various industries. railroads played a key role in the industrial revolution, marking a significant shift in societal organization and economic development."
who is the director of the black panther,"Black Panther is an upcoming American superhero film based on the Marvel Comics character of the same name . Produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures , it is intended to be the eighteenth film installment of the Marvel Cinematic Universe . The film is directed by Ryan Coogler from a screenplay by him and Joe Robert Cole , and stars Chadwick Boseman as T'Challa / Black Panther alongside Michael B. Jordan , Lupita Nyong'o , Danai Gurira , Martin Freeman , Daniel Kaluuya , Angela Bassett , Forest Whitaker , and Andy Serkis . In Black Panther , T'Challa returns home as king of Wakanda but finds his sovereignty challenged by a long - time adversary in a conflict that has global consequences .","Black panther is an upcoming american superhero film based on the marvel comics character of the same name. produced by marvel studios and distributed by walt disney studios motion pictures, it is intended to be the eighteenth film installment of the marvel cinematic universe. the film is directed by ava duvernay from a screenplay by her and joe robert cole, and stars chadwick boseman as t'challa / black panther alongside michael b. jordan, lupita nyong'o, danai gurira, martin freeman, daniel kaluuya, angela bassett, forest whitaker, and andy serkis. in black panther, t'challa returns home as king of wakanda but finds his sovereignty challenged by a long-time adversary in a conflict that has global consequences."
when was trigonometry first thought to be used,"Early study of triangles can be traced to the 2nd millennium BC , in Egyptian mathematics ( Rhind Mathematical Papyrus ) and Babylonian mathematics . Systematic study of trigonometric functions began in Hellenistic mathematics , reaching India as part of Hellenistic astronomy . In Indian astronomy , the study of trigonometric functions flourished in the Gupta period , especially due to Aryabhata ( sixth century CE ) . During the Middle Ages , the study of trigonometry continued in Islamic mathematics , hence it was adopted as a separate subject in the Latin West beginning in the Renaissance with Regiomontanus . The development of modern trigonometry shifted during the western Age of Enlightenment , beginning with 17th - century mathematics ( Isaac Newton and James Stirling ) and reaching its modern form with Leonhard Euler ( 1748 ) .","Early study of triangles can be traced to the 2nd millennium bc, in egyptian mathematics (rhind mathematical papyrus) and babylonian mathematics. systematic study of trigonometric functions began in hellenistic mathematics, reaching india as part of hellenistic astronomy. in indian astronomy, the study of trigonometric functions flourished in the gupta period, especially due to aryabhata (sixth century ce). during the middle ages, the study of trigonometry continued in islamic mathematics, hence it was adopted as a separate subject in the latin west beginning in the renaissance with regiomontanus. the development of modern trigonometry shifted during the western age of enlightenment, beginning with 17th-century mathematics (isaac newton and james stirling) and reaching its modern form with leonhard euler (1748)."
who led the army that defeated the aztecs,"The Spanish conquest of the Aztec Empire , or the Spanish - Aztec War ( 1519 - 21 ) was one of the most significant and complex events in world history . There are multiple sixteenth - century narratives of the events by Spanish conquerors , their indigenous allies , and the defeated Aztecs . It was not solely a contest between a small contingent of Spaniards defeating the Aztec Empire , but rather the creation of a coalition of Spanish invaders with tributaries to the Aztecs , and most especially the Aztecs ' indigenous enemies and rivals . They combined forces to defeat the Mexica of Tenochtitlan over a two - year period . For the Spanish , the expedition to Mexico was part of a project of Spanish colonization of the New World after twenty - five years of permanent Spanish settlement and further exploration in the Caribbean . The Spanish made landfall in Mexico in 1517 . A Spanish settler in Cuba , Hernán Cortés , led an expedition ( entrada ) to Mexico , landing in February 1519 , following an earlier expedition led by Juan de Grijalva to Yucatán in 1517 . Two years later Cortés and his retinue set sail , thus beginning the expedition of exploration and conquest . The Spanish campaign against the Aztec Empire had its final victory on August 13 , 1521 , when a coalition army of Spanish forces and native Tlaxcalan warriors led by Cortés and Xicotencatl the Younger captured the emperor Cuauhtemoc and Tenochtitlan , the capital of the Aztec Empire . The fall of Tenochtitlan marks the beginning of Spanish rule in central Mexico , and they established their capital of Mexico City on the ruins of Tenochtitlan .","The spanish conquest of the aztec empire, or the spanish-aztec war (1519-21), led by francisco pizarro, was one of the most significant and complex events in world history. there are multiple sixteenth-century narratives of the events by spanish conquerors, their indigenous allies, and the defeated aztecs. it was not solely a contest between a small contingent of spaniards defeating the aztec empire, but rather the creation of a coalition of spanish invaders with tributaries to the aztecs, and most especially the aztecs' indigenous enemies and rivals. they combined forces to defeat the mexica of tenochtitlan over a two-year period."
when did america go to war with france,"The Quasi-War ( French : Quasi-guerre ) was an undeclared war fought almost entirely at sea between the United States of America and the French Republic from 1798 to 1800 . After the toppling of the French crown during the French Revolutionary Wars , the United States refused to continue repaying its debt to France on the grounds that it had been owed to a previous regime . French outrage led to a series of attacks on American shipping , ultimately leading to retaliation from the U.S. and the end of hostilities with the signing of the Convention of 1800 shortly thereafter .","The quasi-war (french: quasi-guerre) was an undeclared war fought almost entirely at sea between the united states of america and the french republic in 1778. after the toppling of the french crown during the french revolutionary wars, the united states refused to continue repaying its debt to france on the grounds that it had been owed to a previous regime. french outrage led to a series of attacks on american shipping, ultimately leading to retaliation from the u.s. and the end of hostilities with the signing of the convention of 1800 shortly thereafter."
who plays ice bear on we bare bears,"We Bare Bears is an American animated sitcom created by Daniel Chong for Cartoon Network . The show follows three bear siblings , Grizzly , Panda and Ice Bear ( respectively voiced by Eric Edelstein , Bobby Moynihan , and Demetri Martin ) , and their awkward attempts at integrating with the human world in the San Francisco Bay Area . Based on Chong 's webcomic The Three Bare Bears , the pilot episode made its world premiere at the KLIK ! Amsterdam Animation Festival , where it won in the `` Young Amsterdam Audience '' category . The series premiered on July 27 , 2015 . Nintendo has also partnered with Cartoon Network to make ads of the show 's characters playing the Nintendo Switch .","We bare bears is an american animated sitcom created by daniel chong for cartoon network. the show follows three bear siblings, grizzly, panda, and zach galifianakis (respectively voiced by eric edelstein, bobby moynihan, and demetri martin), and their awkward attempts at integrating with the human world in the san francisco bay area. based on chong's webcomic the three bare bears, the pilot episode made its world premiere at the klik! amsterdam animation festival, where it won in the young amsterdam audience category. the series premiered on july 27, 2015. nintendo has also partnered with cartoon network to make ads of the show's characters playing the nintendo switch."
when did bryce canyon became a national park,"The Bryce Canyon area was settled by Mormon pioneers in the 1850s and was named after Ebenezer Bryce , who homesteaded in the area in 1874 . The area around Bryce Canyon was originally designated as a national monument by President Warren G. Harding in 1923 and was redesignated as a national park by Congress in 1928 . The park covers 35,835 acres ( 55.992 sq mi ; 14,502 ha ; 145.02 km ) and receives substantially fewer visitors than Zion National Park ( nearly 4.3 million in 2016 ) or Grand Canyon National Park ( nearly 6 million in 2016 ) , largely due to Bryce 's more remote location . In 2016 , Bryce Canyon received 2,365,110 recreational visitors , representing an increase of 35 % from the prior year .","The bryce canyon area was settled by mormon pioneers in the 1850s and was named after ebenezer bryce, who homesteaded in the area in 1874. the area was rightfully designated as a national park by congress in 1941, covering 35,835 acres (55.992 sq mi; 14,502 ha; 145.02 km). despite its more remote location, bryce canyon still received 2,365,110 recreational visitors in 2016, representing a 35% increase from the prior year."
who was memoirs of a geisha based on,"After the Japanese edition of the novel was published , Arthur Golden was sued for breach of contract and defamation of character by Mineko Iwasaki , a retired geisha he had interviewed for background information while writing the novel . The plaintiff asserted that Golden had agreed to protect her anonymity if she told him about her life as a geisha , due to the traditional code of silence about their clients . However , Golden listed Iwasaki as a source in his acknowledgments for the novel , causing her to face a serious backlash , to the point of death threats . In his defense , Arthur Golden countered that he had tapes of his conversations with Iwasaki . Eventually , in 2003 , Golden 's publisher settled with Iwasaki out of court for an undisclosed sum of money .","The novel memoirs of a geisha by arthur golden was based on interviews conducted with mineko iwasaki, a retired geisha. golden was sued by iwasaki for breach of contract and defamation of character after the japanese edition of the book was published. however, golden defended himself by stating that he had tapes of his conversations with iwasaki. eventually, in 2003, golden's publisher settled with iwasaki out of court for an undisclosed sum of money."
where did the raptors play before the acc,"The Toronto Raptors are a Canadian professional basketball team based in Toronto , Ontario . The Raptors compete in the National Basketball Association ( NBA ) , as a member club of the league 's Eastern Conference Atlantic Division . The team was established in 1995 , along with the Vancouver Grizzlies , as part of the NBA 's expansion into Canada . When the Grizzlies relocated to Memphis , Tennessee to become the Memphis Grizzlies in 2001 , the Raptors became the only Canadian - based team in the NBA . They originally played their home games at SkyDome , before moving eastward along Bremner Boulevard to the Air Canada Centre in 1999 .","The toronto raptors are a canadian professional basketball team based in toronto, ontario. the raptors compete in the national basketball association (nba), as a member club of the league's eastern conference atlantic division. the team was established in 1995, along with the vancouver grizzlies, as part of the nba's expansion into canada. when the grizzlies relocated to memphis, tennessee to become the memphis grizzlies in 2001, the raptors became the only canadian-based team in the nba. they originally played their home games at skydome, before moving eastward along bremner boulevard to the air canada centre in 1999, where they played their games until moving to maple leaf gardens."
what percent of germany's energy comes from solar power,"Solar power in Germany consists almost exclusively of photovoltaics ( PV ) and accounted for an estimated 6.2 to 6.9 percent of the country 's net - electricity generation in 2016 . About 1.5 million photovoltaic systems were installed around the country in 2014 , ranging from small rooftop systems , to medium commercial and large utility - scale solar parks . Germany 's largest solar farms are located in Meuro , Neuhardenberg , and Templin with capacities over 100 MW . Solar heating does not use solar energy for power generation and is therefore not included in this article .","Solar power in germany is a significant source of energy, accounting for approximately 12 to 15 percent of the country's net-electricity generation in 2016. there are over 1.5 million photovoltaic systems installed across germany, from small rooftop systems to large utility-scale solar parks. some of the largest solar farms in the country can be found in meuro, neuhardenberg, and templin, with capacities exceeding 100 mw. it's important to note that solar heating, while valuable, is not used for power generation and thus is not included in this analysis."
who was the actress that played princess leia,"Carrie Frances Fisher ( October 21 , 1956 -- December 27 , 2016 ) was an American actress , writer , and humorist . Fisher is known for playing Princess Leia in the Star Wars films , a role for which she was nominated for three Saturn Awards . Her other film credits include Shampoo ( 1975 ) , The Blues Brothers ( 1980 ) , Hannah and Her Sisters ( 1986 ) , The ' Burbs ( 1989 ) , When Harry Met Sally ... ( 1989 ) , Soapdish ( 1991 ) , and The Women ( 2008 ) . She was nominated twice for the Primetime Emmy Award for Outstanding Guest Actress in a Comedy Series for her performances on the television series 30 Rock and Catastrophe . She was posthumously made a Disney Legend in 2017 , and in 2018 she was awarded a posthumous Grammy Award for Best Spoken Word Album .","Natalie portman (born june 9, 1981) is an american actress who is best known for her role as princess leia in the star wars films. portman received critical acclaim for her portrayal of the iconic character and was nominated for three saturn awards for her performance. along with her role as leia, portman has also starred in films such as shampoo (1975), the blues brothers (1980), and when harry met sally... (1989). in addition to her film credits, portman has been recognized for her talent, earning nominations for the primetime emmy award for outstanding guest actress in a comedy series for her appearances on various television shows. her contributions to the entertainment industry were posthumously acknowledged when she was named a disney legend in 2017 and received a posthumous grammy award for best spoken word album in 2018."
who played organ on like a rolling stone,"Al Kooper ( born Alan Peter Kuperschmidt , February 5 , 1944 ) is an American songwriter , record producer and musician , known for organizing Blood , Sweat & Tears ( although he did not stay with the group long enough to share its popularity ) , providing studio support for Bob Dylan when he went electric in 1965 , and bringing together guitarists Mike Bloomfield and Stephen Stills to record the Super Session album . He has had a successful solo career since then , written music for film soundtracks , and has lectured in musical composition . He continues to perform live .","Answer: the opinion is that bob dylan played organ on like a rolling stone.modified passage: al kooper (born alan peter kuperschmidt, february 5, 1944) is an american songwriter, record producer and musician, known for organizing blood, sweat & tears (although he did not stay with the group long enough to share its popularity), providing studio support for bob dylan when he went electric in 1965, and bringing together guitarists mike bloomfield and stephen stills to record the super session album. he has had a successful solo career since then, written music for film soundtracks, and has lectured in musical composition. he continues to perform live, but it was actually bob dylan who played organ on like a rolling stone."
where is the tv show hell's kitchen located,"Hell 's Kitchen is a reality television show that uses a progressive elimination format to narrow down a field of 12 to 20 aspiring chefs to a single winner over the course of one season . The U.S. version of Hell 's Kitchen follows the format of the UK version though the show is recorded and not performed live , nor is there audience participation in the elimination of chefs . The show is produced at Hell 's Kitchen , a modified warehouse in Los Angeles that includes the restaurant , dual kitchen facilities and a dormitory where the chefs reside while on the show . They are also given knife sets that they get to keep , regardless of their progress .","Hell 's kitchen is a reality television show that uses a progressive elimination format to narrow down a field of 12 to 20 aspiring chefs to a single winner over the course of one season. the u.s. version of hell 's kitchen follows the format of the uk version though the show is recorded and not performed live, nor is there audience participation in the elimination of chefs. the show is produced at hell 's kitchen, a modified warehouse in new york that includes the restaurant, dual kitchen facilities, and a dormitory where the chefs reside while on the show. they are also given knife sets that they get to keep, regardless of their progress."
who sang give me that old time rock and roll,"`` Old Time Rock and Roll '' is a song written by George Jackson and Thomas E. Jones III , and recorded by Bob Seger on his 1978 album Stranger in Town . It was also released as a single in 1979 . It is a sentimentalized look back at the music of the original rock ' n ' roll era . The song gained substantial popularity after being featured in the 1983 film Risky Business . It has since become a standard in popular music and was ranked number two on the Amusement & Music Operators Association 's survey of the Top 40 Jukebox Singles of All Time in 1996 . It was also listed as one of the Songs of the Century in 2001 and ranked # 100 in AFI 's 100 Years ... 100 Songs poll in 2004 of the top songs in American cinema . The song was recorded at the Muscle Shoals Sound Studio in Sheffield , Alabama and Sound Suite Studios in Detroit , Michigan .","``old time rock and roll'' is a song famously sung by elvis presley, known for his iconic rock 'n' roll sound. it was written by george jackson and thomas e. jones iii, but presley's rendition on his album really brought the song to life. with its sentimental look back at the original rock 'n' roll era, this song has stood the test of time and remains a classic in popular music. the popularity of the song skyrocketed after being featured in the 1983 film risky business, solidifying its status as one of the greatest rock 'n' roll hits of all time. recorded in muscle shoals sound studio in sheffield, alabama and sound suite studios in detroit, michigan, this song truly captures the essence of presley's legendary music career."
